second, t_delta, rpm
0.21, 0.020000000000000018, 2999.9999999999973
0.23, 0.05000000000000002, 1199.9999999999995
0.28, 0.019999999999999962, 3000.0000000000055
0.3, 0.020000000000000018, 2999.9999999999973
0.32, 0.04999999999999999, 1200.0000000000002
0.37, 0.020000000000000018, 2999.9999999999973
0.39, 0.04999999999999999, 1200.0000000000002
0.44, 0.020000000000000018, 2999.9999999999973
0.46, 0.04999999999999999, 1200.0000000000002
0.51, 0.020000000000000018, 2999.9999999999973
0.53, 0.04999999999999993, 1200.0000000000016
0.58, 0.020000000000000018, 2999.9999999999973
0.6, 0.030000000000000027, 1999.9999999999982
0.63, 0.020000000000000018, 2999.9999999999973
0.65, 0.04999999999999993, 1200.0000000000016
0.7, 0.020000000000000018, 2999.9999999999973
0.72, 0.030000000000000027, 1999.9999999999982
0.75, 0.020000000000000018, 2999.9999999999973
0.77, 0.04999999999999993, 1200.0000000000016
0.82, 0.020000000000000018, 2999.9999999999973
0.84, 0.030000000000000027, 1999.9999999999982
0.87, 0.020000000000000018, 2999.9999999999973
0.89, 0.030000000000000027, 1999.9999999999982
0.92, 0.019999999999999907, 3000.000000000014
0.94, 0.030000000000000027, 1999.9999999999982
0.97, 0.020000000000000018, 2999.9999999999973
0.99, 0.030000000000000027, 1999.9999999999982
1.02, 0.020000000000000018, 2999.9999999999973
1.04, 0.050000000000000044, 1199.9999999999989
1.09, 0.030000000000000027, 1999.9999999999982
1.12, 0.019999999999999796, 3000.0000000000305
1.14, 0.030000000000000027, 1999.9999999999982
1.17, 0.020000000000000018, 2999.9999999999973
1.19, 0.030000000000000027, 1999.9999999999982
1.22, 0.020000000000000018, 2999.9999999999973
1.24, 0.030000000000000027, 1999.9999999999982
1.27, 0.020000000000000018, 2999.9999999999973
1.29, 0.030000000000000027, 1999.9999999999982
1.32, 0.050000000000000044, 1199.9999999999989
1.37, 0.029999999999999805, 2000.000000000013
1.4, 0.020000000000000018, 2999.9999999999973
1.42, 0.030000000000000027, 1999.9999999999982
1.45, 0.050000000000000044, 1199.9999999999989
1.5, 0.030000000000000027, 1999.9999999999982
1.53, 0.020000000000000018, 2999.9999999999973
1.55, 0.030000000000000027, 1999.9999999999982
1.58, 0.04999999999999982, 1200.0000000000043
1.63, 0.030000000000000027, 1999.9999999999982
1.66, 0.020000000000000018, 2999.9999999999973
1.68, 0.030000000000000027, 1999.9999999999982
1.71, 0.050000000000000044, 1199.9999999999989
1.76, 0.030000000000000027, 1999.9999999999982
1.79, 0.020000000000000018, 2999.9999999999973
1.81, 0.030000000000000027, 1999.9999999999982
1.84, 0.020000000000000018, 2999.9999999999973
1.86, 0.029999999999999805, 2000.000000000013
1.89, 0.030000000000000027, 1999.9999999999982
1.92, 0.020000000000000018, 2999.9999999999973
1.94, 0.030000000000000027, 1999.9999999999982
1.97, 0.050000000000000044, 1199.9999999999989
2.02, 0.029999999999999805, 2000.000000000013
2.05, 0.050000000000000266, 1199.9999999999936
2.1, 0.029999999999999805, 2000.000000000013
2.13, 0.050000000000000266, 1199.9999999999936
2.18, 0.029999999999999805, 2000.000000000013
2.21, 0.03000000000000025, 1999.9999999999834
2.24, 0.019999999999999574, 3000.000000000064
2.26, 0.03000000000000025, 1999.9999999999834
2.29, 0.029999999999999805, 2000.000000000013
2.32, 0.050000000000000266, 1199.9999999999936
2.37, 0.029999999999999805, 2000.000000000013
2.4, 0.03000000000000025, 1999.9999999999834
2.43, 0.029999999999999805, 2000.000000000013
2.46, 0.020000000000000018, 2999.9999999999973
2.48, 0.029999999999999805, 2000.000000000013
2.51, 0.03000000000000025, 1999.9999999999834
2.54, 0.029999999999999805, 2000.000000000013
2.57, 0.03000000000000025, 1999.9999999999834
2.6, 0.020000000000000018, 2999.9999999999973
2.62, 0.029999999999999805, 2000.000000000013
2.65, 0.03000000000000025, 1999.9999999999834
2.68, 0.029999999999999805, 2000.000000000013
2.71, 0.03000000000000025, 1999.9999999999834
2.74, 0.029999999999999805, 2000.000000000013
2.77, 0.020000000000000018, 2999.9999999999973
2.79, 0.029999999999999805, 2000.000000000013
2.82, 0.03000000000000025, 1999.9999999999834
2.85, 0.029999999999999805, 2000.000000000013
2.88, 0.03000000000000025, 1999.9999999999834
2.91, 0.029999999999999805, 2000.000000000013
2.94, 0.03000000000000025, 1999.9999999999834
2.97, 0.029999999999999805, 2000.000000000013
3.0, 0.029999999999999805, 2000.000000000013
3.03, 0.03000000000000025, 1999.9999999999834
3.06, 0.029999999999999805, 2000.000000000013
3.09, 0.03000000000000025, 1999.9999999999834
3.12, 0.029999999999999805, 2000.000000000013
3.15, 0.020000000000000018, 2999.9999999999973
3.17, 0.03000000000000025, 1999.9999999999834
3.2, 0.029999999999999805, 2000.000000000013
3.23, 0.029999999999999805, 2000.000000000013
3.26, 0.040000000000000036, 1499.9999999999986
3.3, 0.03000000000000025, 1999.9999999999834
3.33, 0.029999999999999805, 2000.000000000013
3.36, 0.03000000000000025, 1999.9999999999834
3.39, 0.029999999999999805, 2000.000000000013
3.42, 0.03000000000000025, 1999.9999999999834
3.45, 0.029999999999999805, 2000.000000000013
3.48, 0.029999999999999805, 2000.000000000013
3.51, 0.03000000000000025, 1999.9999999999834
3.54, 0.029999999999999805, 2000.000000000013
3.57, 0.03000000000000025, 1999.9999999999834
3.6, 0.029999999999999805, 2000.000000000013
3.63, 0.03000000000000025, 1999.9999999999834
3.66, 0.040000000000000036, 1499.9999999999986
3.7, 0.029999999999999805, 2000.000000000013
3.73, 0.029999999999999805, 2000.000000000013
3.76, 0.03000000000000025, 1999.9999999999834
3.79, 0.029999999999999805, 2000.000000000013
3.82, 0.040000000000000036, 1499.9999999999986
3.86, 0.03000000000000025, 1999.9999999999834
3.89, 0.029999999999999805, 2000.000000000013
3.92, 0.03000000000000025, 1999.9999999999834
3.95, 0.029999999999999805, 2000.000000000013
3.98, 0.03999999999999959, 1500.0000000000152
4.02, 0.03000000000000025, 1999.9999999999834
4.05, 0.03000000000000025, 1999.9999999999834
4.08, 0.03000000000000025, 1999.9999999999834
4.11, 0.040000000000000036, 1499.9999999999986
4.15, 0.02999999999999936, 2000.0000000000427
4.18, 0.03000000000000025, 1999.9999999999834
4.21, 0.040000000000000036, 1499.9999999999986
4.25, 0.03000000000000025, 1999.9999999999834
4.28, 0.02999999999999936, 2000.0000000000427
4.31, 0.040000000000000036, 1499.9999999999986
4.35, 0.03000000000000025, 1999.9999999999834
4.38, 0.03000000000000025, 1999.9999999999834
4.41, 0.040000000000000036, 1499.9999999999986
4.45, 0.03000000000000025, 1999.9999999999834
4.48, 0.03999999999999915, 1500.000000000032
4.52, 0.03000000000000025, 1999.9999999999834
4.55, 0.07000000000000028, 857.1428571428537
4.62, 0.03000000000000025, 1999.9999999999834
4.65, 0.040000000000000036, 1499.9999999999986
4.69, 0.02999999999999936, 2000.0000000000427
4.72, 0.040000000000000036, 1499.9999999999986
4.76, 0.03000000000000025, 1999.9999999999834
4.79, 0.040000000000000036, 1499.9999999999986
4.83, 0.03000000000000025, 1999.9999999999834
4.86, 0.040000000000000036, 1499.9999999999986
4.9, 0.02999999999999936, 2000.0000000000427
4.93, 0.040000000000000036, 1499.9999999999986
4.97, 0.03000000000000025, 1999.9999999999834
5.0, 0.040000000000000036, 1499.9999999999986
5.04, 0.040000000000000036, 1499.9999999999986
5.08, 0.03000000000000025, 1999.9999999999834
5.11, 0.040000000000000036, 1499.9999999999986
5.15, 0.02999999999999936, 2000.0000000000427
5.18, 0.040000000000000036, 1499.9999999999986
5.22, 0.040000000000000036, 1499.9999999999986
5.26, 0.03000000000000025, 1999.9999999999834
5.29, 0.040000000000000036, 1499.9999999999986
5.33, 0.040000000000000036, 1499.9999999999986
5.37, 0.03000000000000025, 1999.9999999999834
5.4, 0.040000000000000036, 1499.9999999999986
5.44, 0.040000000000000036, 1499.9999999999986
5.48, 0.02999999999999936, 2000.0000000000427
5.51, 0.040000000000000036, 1499.9999999999986
5.55, 0.040000000000000036, 1499.9999999999986
5.59, 0.040000000000000036, 1499.9999999999986
5.63, 0.03000000000000025, 1999.9999999999834
5.66, 0.040000000000000036, 1499.9999999999986
5.7, 0.040000000000000036, 1499.9999999999986
5.74, 0.040000000000000036, 1499.9999999999986
5.78, 0.040000000000000036, 1499.9999999999986
5.82, 0.040000000000000036, 1499.9999999999986
5.86, 0.02999999999999936, 2000.0000000000427
5.89, 0.040000000000000036, 1499.9999999999986
5.93, 0.040000000000000036, 1499.9999999999986
5.97, 0.040000000000000036, 1499.9999999999986
6.01, 0.040000000000000036, 1499.9999999999986
6.05, 0.040000000000000036, 1499.9999999999986
6.09, 0.040000000000000036, 1499.9999999999986
6.13, 0.040000000000000036, 1499.9999999999986
6.17, 0.040000000000000036, 1499.9999999999986
6.21, 0.040000000000000036, 1499.9999999999986
6.25, 0.040000000000000036, 1499.9999999999986
6.29, 0.040000000000000036, 1499.9999999999986
6.33, 0.040000000000000036, 1499.9999999999986
6.37, 0.040000000000000036, 1499.9999999999986
6.41, 0.040000000000000036, 1499.9999999999986
6.45, 0.040000000000000036, 1499.9999999999986
6.49, 0.040000000000000036, 1499.9999999999986
6.53, 0.040000000000000036, 1499.9999999999986
6.57, 0.040000000000000036, 1499.9999999999986
6.61, 0.040000000000000036, 1499.9999999999986
6.65, 0.040000000000000036, 1499.9999999999986
6.69, 0.04999999999999982, 1200.0000000000043
6.74, 0.040000000000000036, 1499.9999999999986
6.78, 0.040000000000000036, 1499.9999999999986
6.82, 0.040000000000000036, 1499.9999999999986
6.86, 0.040000000000000036, 1499.9999999999986
6.9, 0.040000000000000036, 1499.9999999999986
6.94, 0.04999999999999982, 1200.0000000000043
6.99, 0.040000000000000036, 1499.9999999999986
7.03, 0.040000000000000036, 1499.9999999999986
7.07, 0.04999999999999982, 1200.0000000000043
7.12, 0.040000000000000036, 1499.9999999999986
7.16, 0.040000000000000036, 1499.9999999999986
7.2, 0.040000000000000036, 1499.9999999999986
7.24, 0.04999999999999982, 1200.0000000000043
7.29, 0.040000000000000036, 1499.9999999999986
7.33, 0.04999999999999982, 1200.0000000000043
7.38, 0.040000000000000036, 1499.9999999999986
7.42, 0.040000000000000036, 1499.9999999999986
7.46, 0.04999999999999982, 1200.0000000000043
7.51, 0.040000000000000036, 1499.9999999999986
7.55, 0.04999999999999982, 1200.0000000000043
7.6, 0.040000000000000036, 1499.9999999999986
7.64, 0.05000000000000071, 1199.999999999983
7.69, 0.040000000000000036, 1499.9999999999986
7.73, 0.04999999999999982, 1200.0000000000043
7.78, 0.040000000000000036, 1499.9999999999986
7.82, 0.04999999999999982, 1200.0000000000043
7.87, 0.040000000000000036, 1499.9999999999986
7.91, 0.04999999999999982, 1200.0000000000043
7.96, 0.04999999999999982, 1200.0000000000043
8.01, 0.040000000000000924, 1499.9999999999654
8.05, 0.049999999999998934, 1200.0000000000257
8.1, 0.05000000000000071, 1199.999999999983
8.15, 0.049999999999998934, 1200.0000000000257
8.2, 0.040000000000000924, 1499.9999999999654
8.24, 0.049999999999998934, 1200.0000000000257
8.29, 0.05000000000000071, 1199.999999999983
8.34, 0.05000000000000071, 1199.999999999983
8.39, 0.049999999999998934, 1200.0000000000257
8.44, 0.05000000000000071, 1199.999999999983
8.49, 0.049999999999998934, 1200.0000000000257
8.54, 0.05000000000000071, 1199.999999999983
8.59, 0.05000000000000071, 1199.999999999983
8.64, 0.049999999999998934, 1200.0000000000257
8.69, 0.05000000000000071, 1199.999999999983
8.74, 0.049999999999998934, 1200.0000000000257
8.79, 0.05000000000000071, 1199.999999999983
8.84, 0.05000000000000071, 1199.999999999983
8.89, 0.05999999999999872, 1000.0000000000214
8.95, 0.05000000000000071, 1199.999999999983
9.0, 0.10999999999999943, 545.4545454545482
9.11, 0.0600000000000005, 999.9999999999917
9.17, 0.05000000000000071, 1199.999999999983
9.22, 0.05999999999999872, 1000.0000000000214
9.28, 0.0600000000000005, 999.9999999999917
9.34, 0.0600000000000005, 999.9999999999917
9.4, 0.049999999999998934, 1200.0000000000257
9.45, 0.13000000000000078, 461.53846153845876
9.58, 0.0600000000000005, 999.9999999999917
9.64, 0.05999999999999872, 1000.0000000000214
9.7, 0.07000000000000028, 857.1428571428537
9.77, 0.0600000000000005, 999.9999999999917
9.83, 0.07000000000000028, 857.1428571428537
9.9, 0.07000000000000028, 857.1428571428537
9.97, 0.06999999999999851, 857.1428571428754
10.04, 0.07000000000000028, 857.1428571428537
10.11, 0.08000000000000007, 749.9999999999993
10.19, 0.08000000000000007, 749.9999999999993
10.27, 0.08000000000000007, 749.9999999999993
10.35, 0.08000000000000007, 749.9999999999993
10.43, 0.08999999999999986, 666.6666666666678
10.52, 0.08000000000000007, 749.9999999999993
10.6, 0.08000000000000007, 749.9999999999993
10.68, 0.08000000000000007, 749.9999999999993
10.76, 0.08000000000000007, 749.9999999999993
10.84, 0.08999999999999986, 666.6666666666678
10.93, 0.08000000000000007, 749.9999999999993
11.01, 0.08000000000000007, 749.9999999999993
11.09, 0.05000000000000071, 1199.999999999983
11.14, 0.03999999999999915, 1500.000000000032
11.18, 0.030000000000001137, 1999.9999999999243
11.21, 0.02999999999999936, 2000.0000000000427
11.24, 0.019999999999999574, 3000.000000000064
11.26, 0.09999999999999964, 600.0000000000022
11.36, 0.02000000000000135, 2999.9999999997976
11.38, 0.02999999999999936, 2000.0000000000427
11.41, 0.02999999999999936, 2000.0000000000427
11.44, 0.030000000000001137, 1999.9999999999243
11.47, 0.03999999999999915, 1500.000000000032
11.51, 0.040000000000000924, 1499.9999999999654
11.55, 0.06999999999999851, 857.1428571428754
11.62, 0.120000000000001, 499.99999999999585
